image,method,available,payload_bits,auxiliary_bits,net_payload_bits,changed_pixels,drd,psnr_db,reversible,message_exact,parameter,runtime_seconds,error
1583.pgm,Dong-adaptive-conservative,True,128,288,-160,65,0.16006941818024048,36.05626565308806,True,True,l=3,10.048509999993257,
1586.pgm,ABM-enumerative,False,128,0,0,0,,,False,False,,0.9299053000286222,capacity below target
1586.pgm,PPOCP-conservative,True,128,256,-128,58,24.526996209260137,36.551119283887246,True,True,,0.10500239999964833,
1586.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,0.9040569999488071,capacity below target
1586.pgm,Dong-adaptive-conservative,False,128,0,0,0,,,False,False,,58.86854169995058,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
1592.pgm,ABM-enumerative,True,128,120,8,59,0.07808036587745958,36.47687910309517,True,True,,4.215372700011358,
1592.pgm,PPOCP-conservative,True,128,1960,-1832,68,0.04771975294455983,35.86031009245425,True,True,,0.11639809992630035,
1592.pgm,Huynh-Nguyen-T5,True,128,1856,-1728,62,0.06101007401000291,36.26148232453408,True,True,,2.666576200048439,
1592.pgm,Dong-adaptive-conservative,True,128,288,-160,67,0.07996712023303419,35.92465119250835,True,True,l=2,12.330610600067303,
1658.pgm,ABM-enumerative,True,128,120,8,62,0.05791091042042897,36.26148232453408,True,True,,6.971580000012182,
1658.pgm,PPOCP-conservative,True,128,1960,-1832,50,0.028032386392114656,37.19569917615643,True,True,,0.2618828999111429,
1658.pgm,Huynh-Nguyen-T5,True,128,1880,-1752,74,0.05801980759516352,35.493082022206856,True,True,,3.5936110999900848,
1658.pgm,Dong-adaptive-conservative,True,128,288,-160,64,0.06003907138534205,36.12359947967774,True,True,l=4,14.064654399990104,
1669.pgm,ABM-enumerative,True,128,136,-8,53,0.13218480881906575,36.94264052350873,True,True,,6.5206947000697255,
1669.pgm,PPOCP-conservative,True,128,1928,-1800,66,0.08730502960992428,35.989959864097926,True,True,,0.2360867999959737,
1669.pgm,Huynh-Nguyen-T5,True,128,1832,-1704,62,0.16306373221456374,36.26148232453408,True,True,,4.225936900009401,
1669.pgm,Dong-adaptive-conservative,True,128,296,-168,56,0.1302053801397981,36.70351894945461,True,True,l=2,88.69859480008017,
1717.pgm,ABM-enumerative,True,128,120,8,64,0.06074094559126644,36.12359947967774,True,True,,7.4373292999807745,
1717.pgm,PPOCP-conservative,True,128,1888,-1760,74,0.032608494851452216,35.493082022206856,True,True,,0.3078166999621317,
1717.pgm,Huynh-Nguyen-T5,True,128,1896,-1768,71,0.0556952274536799,35.67281573232586,True,True,,4.098015399998985,
1717.pgm,Dong-adaptive-conservative,True,128,296,-168,79,0.06699855852141084,35.2091283066122,True,True,l=1,25.71181779995095,
1722.pgm,ABM-enumerative,False,128,0,0,0,,,False,False,,1.5968364999862388,capacity below target
1722.pgm,PPOCP-conservative,True,128,256,-128,61,51.7242886472023,36.33210086940895,True,True,,0.19465029996354133,
1722.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,0.78041840007063,capacity below target
1722.pgm,Dong-adaptive-conservative,False,128,0,0,0,,,False,False,,72.75574309995864,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
1899.pgm,ABM-enumerative,False,128,0,0,0,,,False,False,,2.285975700011477,capacity below target
1899.pgm,PPOCP-conservative,True,128,1768,-1640,66,1.3110421555886558,35.989959864097926,True,True,,0.21867099998053163,
1899.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,1.413016299949959,capacity below target
1899.pgm,Dong-adaptive-conservative,True,128,280,-152,60,1.589881448671181,36.40388671568018,True,True,l=3,126.70133059995715,
2098.pgm,ABM-enumerative,True,128,112,16,66,0.02682716985149451,35.989959864097926,True,True,,3.401957600028254,
2098.pgm,PPOCP-conservative,True,128,1848,-1720,67,0.01322625358144573,35.92465119250835,True,True,,0.14769479993265122,
2098.pgm,Huynh-Nguyen-T5,True,128,1872,-1744,75,0.026645049480981273,35.43478658559962,True,True,,1.9425778000149876,
2098.pgm,Dong-adaptive-conservative,True,128,312,-184,10814,4.54311551362314,13.845535567120557,True,True,l=8,30.06785790005233,
2105.pgm,ABM-enumerative,True,128,120,8,72,0.05018206158143991,35.61207425520393,True,True,,3.382164799957536,
2105.pgm,PPOCP-conservative,True,128,1840,-1712,61,0.029209757177040867,36.33210086940895,True,True,,0.1399865000275895,
2105.pgm,Huynh-Nguyen-T5,True,128,1152,-1024,77,0.045031761994203966,35.320491967791796,True,True,,2.1153191999765113,
2105.pgm,Dong-adaptive-conservative,True,128,312,-184,81,0.055649676471220565,35.100549030730114,True,True,l=7,11.917922400054522,
2179.pgm,ABM-enumerative,True,128,120,8,67,0.04955360191057997,35.92465119250835,True,True,,3.4352643999736756,
2179.pgm,PPOCP-conservative,True,128,1888,-1760,63,0.02680549773448449,36.1919937249808,True,True,,0.13128440000582486,
2179.pgm,Huynh-Nguyen-T5,True,128,1872,-1744,76,0.052744747993341806,35.377263296708705,True,True,,2.2464770999504253,
2179.pgm,Dong-adaptive-conservative,True,128,320,-192,104,0.07051718156864802,34.01506582652881,True,True,l=5,18.219610000029206,
2198.pgm,ABM-enumerative,True,128,120,8,74,0.07901670448080238,35.493082022206856,True,True,,3.915301700006239,
2198.pgm,PPOCP-conservative,True,128,1848,-1720,59,0.03437256762359258,36.47687910309517,True,True,,0.16358669998589903,
2198.pgm,Huynh-Nguyen-T5,True,128,1136,-1008,77,0.07324685326408706,35.320491967791796,True,True,,2.310930500039831,
2198.pgm,Dong-adaptive-conservative,True,128,344,-216,2626,2.8827065504634737,19.99245200198201,True,True,l=3,9.295648099971004,
2323.pgm,ABM-enumerative,True,128,120,8,59,0.07914630695625054,36.47687910309517,True,True,,3.8831187000032514,
2323.pgm,PPOCP-conservative,True,128,1808,-1680,68,0.05464141956245387,35.86031009245425,True,True,,0.12779880000744015,
2323.pgm,Huynh-Nguyen-T5,True,128,1896,-1768,64,0.0698056233070962,36.12359947967774,True,True,,2.343542500049807,
2323.pgm,Dong-adaptive-conservative,True,128,296,-168,65,0.08532412471962952,36.05626565308806,True,True,l=8,46.530437399982475,
2460.pgm,ABM-enumerative,True,128,112,16,67,0.06694121175287604,35.92465119250835,True,True,,3.4558265999658033,
2460.pgm,PPOCP-conservative,True,128,1632,-1504,58,0.0337103240617533,36.551119283887246,True,True,,0.1280655999435112,
2460.pgm,Huynh-Nguyen-T5,True,128,1848,-1720,63,0.0695262617990769,36.1919937249808,True,True,,2.1157554000383243,
2460.pgm,Dong-adaptive-conservative,True,128,288,-160,69,0.07678667820455884,35.79690831214406,True,True,l=8,41.13105099997483,
2512.pgm,ABM-enumerative,True,128,136,-8,54,0.02961178279887398,36.86146162128693,True,True,,3.3576419000746682,
2512.pgm,PPOCP-conservative,True,128,2176,-2048,61,0.018733169940204554,36.33210086940895,True,True,,0.14488010003697127,
2512.pgm,Huynh-Nguyen-T5,True,128,1184,-1056,76,0.03899476407876934,35.377263296708705,True,True,,2.0605735999997705,
2512.pgm,Dong-adaptive-conservative,True,128,296,-168,65,0.0308493458173236,36.05626565308806,True,True,l=3,34.34589569992386,
2565.pgm,ABM-enumerative,True,128,120,8,61,0.07952982115934247,36.33210086940895,True,True,,4.230037800036371,
2565.pgm,PPOCP-conservative,True,128,1416,-1288,70,0.06706451410505782,35.73441881937405,True,True,,0.25383100006729364,
2565.pgm,Huynh-Nguyen-T5,True,128,3288,-3160,58,0.07646580693754394,36.551119283887246,True,True,,3.792550600017421,
2565.pgm,Dong-adaptive-conservative,True,128,280,-152,61,0.09554098530701079,36.33210086940895,True,True,l=1,30.231679600081407,
2702.pgm,ABM-enumerative,True,128,280,-152,71,0.5291831153977901,35.67281573232586,True,True,,4.721760700107552,
2702.pgm,PPOCP-conservative,True,128,1904,-1776,56,0.25240015391113657,36.70351894945461,True,True,,0.11001579998992383,
2702.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,0.9201140999794006,capacity below target
2702.pgm,Dong-adaptive-conservative,True,128,280,-152,71,0.6257781178072247,35.67281573232586,True,True,l=4,43.009150200057775,
2732.pgm,ABM-enumerative,True,128,112,16,67,0.02846193225576992,35.92465119250835,True,True,,6.125743199954741,
2732.pgm,PPOCP-conservative,True,128,2088,-1960,72,0.014543997310327393,35.61207425520393,True,True,,0.2902077999897301,
2732.pgm,Huynh-Nguyen-T5,True,128,1888,-1760,62,0.023592213791196998,36.26148232453408,True,True,,3.078092399984598,
2732.pgm,Dong-adaptive-conservative,True,128,288,-160,69,0.02759907370879828,35.79690831214406,True,True,l=9,59.37377920001745,
2738.pgm,ABM-enumerative,False,128,0,0,0,,,False,False,,2.647926599951461,capacity below target
2738.pgm,PPOCP-conservative,True,128,1632,-1504,60,1.0131468581504923,36.40388671568018,True,True,,0.21825410006567836,
2738.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,1.6163930000038818,capacity below target
2738.pgm,Dong-adaptive-conservative,True,128,280,-152,63,1.4527406293185612,36.1919937249808,True,True,l=1,85.3991891000187,
2766.pgm,ABM-enumerative,True,128,160,-32,70,0.22773763732386326,35.73441881937405,True,True,,5.216545199975371,
2766.pgm,PPOCP-conservative,True,128,1912,-1784,53,0.06761106948297592,36.94264052350873,True,True,,0.12487350008450449,
2766.pgm,Huynh-Nguyen-T5,True,128,3312,-3184,64,0.20614110995103987,36.12359947967774,True,True,,4.378911699983291,
2766.pgm,Dong-adaptive-conservative,True,128,304,-176,191932,780.8338947275337,1.3539253312120518,True,True,l=1,111.64408009999897,
2881.pgm,ABM-enumerative,True,128,120,8,59,0.02638374417716167,36.47687910309517,True,True,,3.288041100022383,
2881.pgm,PPOCP-conservative,True,128,1960,-1832,65,0.014993296353220087,36.05626565308806,True,True,,0.15506190003361553,
2881.pgm,Huynh-Nguyen-T5,True,128,1144,-1016,80,0.03220472414357938,35.15449934959718,True,True,,2.018515400006436,
2881.pgm,Dong-adaptive-conservative,True,128,296,-168,64,0.025598613082857904,36.12359947967774,True,True,l=4,6.651145000010729,
2929.pgm,ABM-enumerative,True,128,112,16,60,0.037103339723613245,36.40388671568018,True,True,,3.509038099902682,
2929.pgm,PPOCP-conservative,True,128,2072,-1944,58,0.0164834655328415,36.551119283887246,True,True,,0.12935730000026524,
2929.pgm,Huynh-Nguyen-T5,True,128,1864,-1736,66,0.03849311656963579,35.989959864097926,True,True,,1.9347415000665933,
2929.pgm,Dong-adaptive-conservative,True,128,272,-144,60,0.03408688255822518,36.40388671568018,True,True,l=4,7.932126399944536,
2947.pgm,ABM-enumerative,True,128,120,8,59,0.040881118816966065,36.47687910309517,True,True,,3.411340599996038,
2947.pgm,PPOCP-conservative,True,128,1792,-1664,70,0.026466156065839627,35.73441881937405,True,True,,0.14082770003005862,
2947.pgm,Huynh-Nguyen-T5,True,128,1080,-952,71,0.03565156442280151,35.67281573232586,True,True,,2.3546995000215247,
2947.pgm,Dong-adaptive-conservative,True,128,288,-160,63,0.03663626309227889,36.1919937249808,True,True,l=3,9.462508799973875,
3009.pgm,ABM-enumerative,True,128,112,16,68,0.027904787686695996,35.86031009245425,True,True,,2.88450229994487,
3009.pgm,PPOCP-conservative,True,128,1624,-1496,64,0.011139552610631648,36.12359947967774,True,True,,0.14542570000048727,
3009.pgm,Huynh-Nguyen-T5,True,128,1088,-960,76,0.02208669792290361,35.377263296708705,True,True,,1.6580998999997973,
3009.pgm,Dong-adaptive-conservative,True,128,280,-152,70,0.028024816124799606,35.73441881937405,True,True,l=1,22.749607300036587,
3089.pgm,ABM-enumerative,True,128,120,8,55,0.029151596071565738,36.78177232457418,True,True,,3.3526218000333756,
3089.pgm,PPOCP-conservative,True,128,1800,-1672,68,0.024152035982923006,35.86031009245425,True,True,,0.14085419999901205,
3089.pgm,Huynh-Nguyen-T5,True,128,1144,-1016,72,0.028842202984826235,35.61207425520393,True,True,,2.1565050000790507,
3089.pgm,Dong-adaptive-conservative,True,128,312,-184,63,0.034360899472679444,36.1919937249808,True,True,l=10,20.044865799951367,
3099.pgm,ABM-enumerative,True,128,144,-16,69,0.09244445488653127,35.79690831214406,True,True,,3.3933659000322223,
3099.pgm,PPOCP-conservative,True,128,1936,-1808,63,0.04644391307134297,36.1919937249808,True,True,,0.1271699999924749,
3099.pgm,Huynh-Nguyen-T5,True,128,1112,-984,72,0.0914172367608118,35.61207425520393,True,True,,2.1319693999830633,
3099.pgm,Dong-adaptive-conservative,True,128,328,-200,90,0.10794718484113354,34.64297412512337,True,True,l=4,27.10988120001275,
3105.pgm,ABM-enumerative,True,128,112,16,56,0.029236411029200788,36.70351894945461,True,True,,4.012765899999067,
3105.pgm,PPOCP-conservative,True,128,1872,-1744,64,0.018142314176805112,36.12359947967774,True,True,,0.15517399995587766,
3105.pgm,Huynh-Nguyen-T5,True,128,1904,-1776,69,0.030260980885395795,35.79690831214406,True,True,,2.4923119000159204,
3105.pgm,Dong-adaptive-conservative,True,128,296,-168,56,0.028623010653754128,36.70351894945461,True,True,l=7,10.11970750009641,
3109.pgm,ABM-enumerative,True,128,136,-8,58,0.04434699036478239,36.551119283887246,True,True,,3.6307226999197155,
3109.pgm,PPOCP-conservative,True,128,1872,-1744,72,0.03170289927095629,35.61207425520393,True,True,,0.17462910001631826,
3109.pgm,Huynh-Nguyen-T5,True,128,1096,-968,69,0.056464146282718834,35.79690831214406,True,True,,2.3760550000006333,
3109.pgm,Dong-adaptive-conservative,True,128,320,-192,69,0.04401318412204868,35.79690831214406,True,True,l=5,9.193880900042132,
3116.pgm,ABM-enumerative,True,128,136,-8,66,0.08829793075878788,35.989959864097926,True,True,,3.4345741999568418,
3116.pgm,PPOCP-conservative,True,128,1776,-1648,64,0.0554821502083474,36.12359947967774,True,True,,0.13963270001113415,
3116.pgm,Huynh-Nguyen-T5,True,128,1936,-1808,74,0.09641492372376478,35.493082022206856,True,True,,2.177223400096409,
3116.pgm,Dong-adaptive-conservative,True,128,320,-192,72,0.0851230168556215,35.61207425520393,True,True,l=1,27.13083070004359,
3125.pgm,ABM-enumerative,True,128,136,-8,56,0.07731316064776893,36.70351894945461,True,True,,3.357388300006278,
3125.pgm,PPOCP-conservative,True,128,1960,-1832,63,0.04467281981065929,36.1919937249808,True,True,,0.12773940002080053,
3125.pgm,Huynh-Nguyen-T5,True,128,1856,-1728,63,0.06827884347419594,36.1919937249808,True,True,,2.270324500044808,
3125.pgm,Dong-adaptive-conservative,True,128,320,-192,76,0.08112230913404796,35.377263296708705,True,True,l=8,8.133975700009614,
3823.pgm,ABM-enumerative,True,128,120,8,72,0.0220964828779769,35.61207425520393,True,True,,3.311591099947691,
3823.pgm,PPOCP-conservative,True,128,1648,-1520,67,0.010953115877409748,35.92465119250835,True,True,,0.16533760004676878,
3823.pgm,Huynh-Nguyen-T5,True,128,1096,-968,90,0.02665335458918205,34.64297412512337,True,True,,1.9374215999851003,
3823.pgm,Dong-adaptive-conservative,True,128,312,-184,104,0.03019918739279836,34.01506582652881,True,True,l=4,36.07648100005463,
3909.pgm,ABM-enumerative,True,128,144,-16,72,0.02403567890245912,35.61207425520393,True,True,,3.8523197000613436,
3909.pgm,PPOCP-conservative,True,128,2160,-2032,61,0.011852703981727507,36.33210086940895,True,True,,0.16255529993213713,
3909.pgm,Huynh-Nguyen-T5,True,128,688,-560,101,0.0340662415899982,34.14218548169019,True,True,,1.9229933000169694,
3909.pgm,Dong-adaptive-conservative,True,128,336,-208,78,0.026898937783900675,35.26445319261181,True,True,l=8,9.562623099889606,
4004.pgm,ABM-enumerative,True,128,120,8,59,0.031082810728948872,36.47687910309517,True,True,,4.106052300077863,
4004.pgm,PPOCP-conservative,True,128,1888,-1760,79,0.024232926981040667,35.2091283066122,True,True,,0.346937199938111,
4004.pgm,Huynh-Nguyen-T5,True,128,1136,-1008,75,0.03894447955870489,35.43478658559962,True,True,,2.166724000009708,
4004.pgm,Dong-adaptive-conservative,True,128,328,-200,68,0.03129194166661416,35.86031009245425,True,True,l=4,59.192923499969766,
4090.pgm,ABM-enumerative,True,128,120,8,61,0.0308483721757243,36.33210086940895,True,True,,4.55831270001363,
4090.pgm,PPOCP-conservative,True,128,2232,-2104,67,0.01859609462384956,35.92465119250835,True,True,,0.2468874000478536,
4090.pgm,Huynh-Nguyen-T5,True,128,688,-560,86,0.04325305643543003,34.84041470708094,True,True,,2.4568511999677867,
4090.pgm,Dong-adaptive-conservative,True,128,320,-192,144845,93.14412490702686,2.5763641385053004,True,True,l=1,45.17909550003242,
4328.pgm,ABM-enumerative,True,128,112,16,63,0.03842774347189741,36.1919937249808,True,True,,3.6585068999556825,
4328.pgm,PPOCP-conservative,True,128,1800,-1672,67,0.02203217875510442,35.92465119250835,True,True,,0.12652039993554354,
4328.pgm,Huynh-Nguyen-T5,True,128,1888,-1760,66,0.03818460167236505,35.989959864097926,True,True,,1.5858477000147104,
4328.pgm,Dong-adaptive-conservative,True,128,304,-176,75,0.049376190570232306,35.43478658559962,True,True,l=1,52.693113500019535,
4391.pgm,ABM-enumerative,True,128,136,-8,68,0.01978252677423922,35.86031009245425,True,True,,4.084932600031607,
4391.pgm,PPOCP-conservative,True,128,2144,-2016,67,0.011218738625821895,35.92465119250835,True,True,,0.26443599991034716,
4391.pgm,Huynh-Nguyen-T5,True,128,688,-560,106,0.0326074845646142,33.932340566868916,True,True,,2.0916939000599086,
4391.pgm,Dong-adaptive-conservative,True,128,296,-168,142825,50.96023727554192,2.6373568921907493,True,True,l=10,69.97135650005657,
4707.pgm,ABM-enumerative,True,128,120,8,72,0.06531024654575474,35.61207425520393,True,True,,2.4974286999786273,
4707.pgm,PPOCP-conservative,True,128,2040,-1912,67,0.030894221267805007,35.92465119250835,True,True,,0.12587700004223734,
4707.pgm,Huynh-Nguyen-T5,True,128,1880,-1752,70,0.059170851522420555,35.73441881937405,True,True,,1.4321111000608653,
4707.pgm,Dong-adaptive-conservative,True,128,288,-160,79,0.06438414459775135,35.2091283066122,True,True,l=4,5.18993120000232,
4757.pgm,ABM-enumerative,True,128,144,-16,72,0.23644682541234927,35.61207425520393,True,True,,2.112492399988696,
4757.pgm,PPOCP-conservative,True,128,1504,-1376,65,0.13889858229096747,36.05626565308806,True,True,,0.07485869992524385,
4757.pgm,Huynh-Nguyen-T5,True,128,3304,-3176,67,0.19678745923151603,35.92465119250835,True,True,,1.4634999999543652,
4757.pgm,Dong-adaptive-conservative,True,128,288,-160,73,0.2711615645986439,35.55217061831206,True,True,l=4,15.16361159994267,
4839.pgm,ABM-enumerative,True,128,144,-16,69,0.12806628762237846,35.79690831214406,True,True,,2.0510874999454245,
4839.pgm,PPOCP-conservative,True,128,1632,-1504,60,0.07943601002835027,36.40388671568018,True,True,,0.08434479997958988,
4839.pgm,Huynh-Nguyen-T5,True,128,3312,-3184,59,0.11075663320576497,36.47687910309517,True,True,,1.3216464000288397,
