image,method,available,payload_bits,auxiliary_bits,net_payload_bits,changed_pixels,drd,psnr_db,reversible,message_exact,parameter,runtime_seconds,error
4839.pgm,Dong-adaptive-conservative,True,128,296,-168,73,0.1507689112093335,35.55217061831206,True,True,l=2,26.38246470002923,
5009.pgm,ABM-enumerative,False,128,0,0,0,,,False,False,,0.5867381000425667,capacity below target
5009.pgm,PPOCP-conservative,True,128,256,-128,64,54.14162736742542,36.12359947967774,True,True,,0.06769970001187176,
5009.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,0.28272060002200305,capacity below target
5009.pgm,Dong-adaptive-conservative,False,128,0,0,0,,,False,False,,30.972692199982703,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
5038.pgm,ABM-enumerative,False,128,0,0,0,,,False,False,,0.8821389999939129,capacity below target
5038.pgm,PPOCP-conservative,True,128,256,-128,59,5.002841033090059,36.47687910309517,True,True,,0.0717061999021098,
5038.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,0.5501859999494627,capacity below target
5038.pgm,Dong-adaptive-conservative,False,128,0,0,0,,,False,False,,29.583051500027068,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
5056.pgm,ABM-enumerative,True,128,288,-160,61,0.5002216471794607,36.33210086940895,True,True,,1.8462748000165448,
5056.pgm,PPOCP-conservative,True,128,1712,-1584,65,0.42640477154257805,36.05626565308806,True,True,,0.06526560010388494,
5056.pgm,Huynh-Nguyen-T5,True,128,3392,-3264,56,0.4696087111655566,36.70351894945461,True,True,,1.3129855000879616,
5056.pgm,Dong-adaptive-conservative,True,128,296,-168,78,0.9396179014911926,35.26445319261181,True,True,l=1,36.26204389997292,
5125.pgm,ABM-enumerative,True,128,152,-24,66,0.2402444586055341,35.989959864097926,True,True,,2.2438332000747323,
5125.pgm,PPOCP-conservative,True,128,1432,-1304,56,0.11914663592437864,36.70351894945461,True,True,,0.0782183000119403,
5125.pgm,Huynh-Nguyen-T5,True,128,1928,-1800,60,0.21325509645834284,36.40388671568018,True,True,,2.370263100019656,
5125.pgm,Dong-adaptive-conservative,True,128,344,-216,114,0.3321785708881177,33.61635070615189,True,True,l=8,28.227826299960725,
5184.pgm,ABM-enumerative,True,128,184,-56,68,0.26707877318689377,35.86031009245425,True,True,,2.9584876000881195,
5184.pgm,PPOCP-conservative,True,128,1752,-1624,67,0.17768050568610255,35.92465119250835,True,True,,0.15972839994356036,
5184.pgm,Huynh-Nguyen-T5,True,128,3304,-3176,58,0.2111963869604151,36.551119283887246,True,True,,2.6391299999086186,
5184.pgm,Dong-adaptive-conservative,True,128,280,-152,69,0.31177249685068814,35.79690831214406,True,True,l=3,40.8412995999679,
5248.pgm,ABM-enumerative,False,128,0,0,0,,,False,False,,1.0606330999871716,capacity below target
5248.pgm,PPOCP-conservative,True,128,1520,-1392,59,1.331366254455623,36.47687910309517,True,True,,0.07729039993137121,
5248.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,0.5658931999932975,capacity below target
5248.pgm,Dong-adaptive-conservative,False,128,0,0,0,,,False,False,,45.70632709993515,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
5288.pgm,ABM-enumerative,False,128,0,0,0,,,False,False,,1.0514871999621391,capacity below target
5288.pgm,PPOCP-conservative,True,128,1552,-1424,50,0.6162692517792303,37.19569917615643,True,True,,0.08586980006657541,
5288.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,0.5926174999913201,capacity below target
5288.pgm,Dong-adaptive-conservative,True,128,288,-160,56,0.8976888979048118,36.70351894945461,True,True,l=2,61.683473799959756,
5306.pgm,ABM-enumerative,True,128,120,8,66,0.06711690593717032,35.989959864097926,True,True,,3.567776400013827,
5306.pgm,PPOCP-conservative,True,128,1944,-1816,61,0.03328083726025846,36.33210086940895,True,True,,0.1709681999636814,
5306.pgm,Huynh-Nguyen-T5,True,128,1888,-1760,73,0.05696621110897558,35.55217061831206,True,True,,2.2495603000279516,
5306.pgm,Dong-adaptive-conservative,True,128,304,-176,13345,14.820544765585137,12.93221343828135,True,True,l=4,7.721156999934465,
5374.pgm,ABM-enumerative,True,128,176,-48,53,0.278252887168143,36.94264052350873,True,True,,3.6283518999116495,
5374.pgm,PPOCP-conservative,True,128,1528,-1400,71,0.22162872431282182,35.67281573232586,True,True,,0.16010629991069436,
5374.pgm,Huynh-Nguyen-T5,True,128,3400,-3272,58,0.28671648471921557,36.551119283887246,True,True,,1.60990290006157,
5374.pgm,Dong-adaptive-conservative,True,128,288,-160,59,0.3021805524065669,36.47687910309517,True,True,l=1,12.02305429999251,
5510.pgm,ABM-enumerative,True,128,120,8,68,0.1039461585745422,35.86031009245425,True,True,,3.721037600073032,
5510.pgm,PPOCP-conservative,True,128,1992,-1864,61,0.030201544281494453,36.33210086940895,True,True,,0.17889280000235885,
5510.pgm,Huynh-Nguyen-T5,True,128,3392,-3264,61,0.08680633488822144,36.33210086940895,True,True,,2.2291590999811888,
5510.pgm,Dong-adaptive-conservative,True,128,296,-168,84,0.10824702047823812,34.9426063588978,True,True,l=1,7.105990199954249,
5683.pgm,ABM-enumerative,False,128,0,0,0,,,False,False,,1.318158600013703,capacity below target
5683.pgm,PPOCP-conservative,True,128,256,-128,69,58.507801912409164,35.79690831214406,True,True,,0.1491449000313878,
5683.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,0.5697628000052646,capacity below target
5683.pgm,Dong-adaptive-conservative,False,128,0,0,0,,,False,False,,45.944521000026725,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
5788.pgm,ABM-enumerative,True,128,144,-16,57,0.11927922238096063,36.626650662791704,True,True,,3.6538763999706134,
5788.pgm,PPOCP-conservative,True,128,1600,-1472,59,0.0782351934410065,36.47687910309517,True,True,,0.16208919999189675,
5788.pgm,Huynh-Nguyen-T5,True,128,3392,-3264,54,0.11000783060382098,36.86146162128693,True,True,,2.293789300019853,
5788.pgm,Dong-adaptive-conservative,True,128,280,-152,59,0.1218080879907336,36.47687910309517,True,True,l=4,27.948760300059803,
5966.pgm,ABM-enumerative,True,128,120,8,59,0.029121484672806057,36.47687910309517,True,True,,3.3111842999933288,
5966.pgm,PPOCP-conservative,True,128,2008,-1880,67,0.019195722880926965,35.92465119250835,True,True,,0.10401170002296567,
5966.pgm,Huynh-Nguyen-T5,True,128,1128,-1000,71,0.03821933101093165,35.67281573232586,True,True,,1.9144765000091866,
5966.pgm,Dong-adaptive-conservative,True,128,344,-216,10830,5.313966615620549,13.839114653263412,True,True,l=9,35.33267429994885,
6197.pgm,ABM-enumerative,False,128,0,0,0,,,False,False,,1.0991245999466628,capacity below target
6197.pgm,PPOCP-conservative,True,128,256,-128,72,61.05161938686174,35.61207425520393,True,True,,0.10914009995758533,
6197.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,0.3157272000098601,capacity below target
6197.pgm,Dong-adaptive-conservative,False,128,0,0,0,,,False,False,,50.07316599995829,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
6247.pgm,ABM-enumerative,True,128,136,-8,72,0.14872923353085746,35.61207425520393,True,True,,3.7771341999759898,
6247.pgm,PPOCP-conservative,True,128,1112,-984,64,0.05782725211647388,36.12359947967774,True,True,,0.1520537999458611,
6247.pgm,Huynh-Nguyen-T5,True,128,1856,-1728,69,0.13356725273956394,35.79690831214406,True,True,,2.004391400027089,
6247.pgm,Dong-adaptive-conservative,False,128,0,0,0,,,False,False,,10.555345800006762,l=1: Dong location map contains unused marks; l=2: Dong location map contains unused marks; l=3: Dong location map contains unused marks; l=4: Dong location map contains unused marks; l=5: Dong location map contains unused marks; l=6: Dong location map contains unused marks; l=7: Dong location map contains unused marks; l=8: Dong location map contains unused marks; l=9: Dong location map contains unused marks; l=10: Dong location map contains unused marks
6399.pgm,ABM-enumerative,True,128,120,8,55,0.06633715593602045,36.78177232457418,True,True,,3.6042361999861896,
6399.pgm,PPOCP-conservative,True,128,1976,-1848,66,0.03988602352148228,35.989959864097926,True,True,,0.15521689993329346,
6399.pgm,Huynh-Nguyen-T5,True,128,1848,-1720,64,0.06790492008327512,36.12359947967774,True,True,,2.508000300033018,
6399.pgm,Dong-adaptive-conservative,True,128,280,-152,59,0.06034046596531305,36.47687910309517,True,True,l=1,8.759561600047164,
6447.pgm,ABM-enumerative,True,128,152,-24,56,0.2468540042491083,36.70351894945461,True,True,,2.132854799972847,
6447.pgm,PPOCP-conservative,True,128,1936,-1808,59,0.18672675410343767,36.47687910309517,True,True,,0.07870939990971237,
6447.pgm,Huynh-Nguyen-T5,True,128,3424,-3296,54,0.22464969175017538,36.86146162128693,True,True,,1.380310200038366,
6447.pgm,Dong-adaptive-conservative,True,128,280,-152,56,0.29888527080345473,36.70351894945461,True,True,l=5,26.796823099954054,
6702.pgm,ABM-enumerative,True,128,136,-8,70,0.11033357006181742,35.73441881937405,True,True,,2.1564574000658467,
6702.pgm,PPOCP-conservative,True,128,1688,-1560,64,0.056946522459554935,36.12359947967774,True,True,,0.08101199998054653,
6702.pgm,Huynh-Nguyen-T5,True,128,3392,-3264,65,0.09420883017370711,36.05626565308806,True,True,,1.285233199945651,
6702.pgm,Dong-adaptive-conservative,True,128,280,-152,72,0.10766144291671677,35.61207425520393,True,True,l=2,6.762033499893732,
6760.pgm,ABM-enumerative,True,128,152,-24,57,0.15082550636044248,36.626650662791704,True,True,,2.0492942000273615,
6760.pgm,PPOCP-conservative,True,128,1536,-1408,80,0.13624436388438377,35.15449934959718,True,True,,0.07771889993455261,
6760.pgm,Huynh-Nguyen-T5,True,128,3344,-3216,63,0.1532017250868187,36.1919937249808,True,True,,1.3572151999687776,
6760.pgm,Dong-adaptive-conservative,True,128,416,-288,180,0.4170885026315969,31.632674168483558,True,True,l=2,11.527616399922408,
6823.pgm,ABM-enumerative,True,128,144,-16,66,0.18690651045984416,35.989959864097926,True,True,,2.149098000023514,
6823.pgm,PPOCP-conservative,True,128,1432,-1304,57,0.13197696311795507,36.626650662791704,True,True,,0.07501609995961189,
6823.pgm,Huynh-Nguyen-T5,True,128,3256,-3128,51,0.1527445662832253,37.10969745853725,True,True,,1.377447999897413,
6823.pgm,Dong-adaptive-conservative,True,128,280,-152,67,0.22246184661304988,35.92465119250835,True,True,l=1,20.488974299980327,
6949.pgm,ABM-enumerative,True,128,112,16,59,0.12454466395405796,36.47687910309517,True,True,,2.31663789995946,
6949.pgm,PPOCP-conservative,True,128,1616,-1488,64,0.07003091562599557,36.12359947967774,True,True,,0.08360769995488226,
6949.pgm,Huynh-Nguyen-T5,True,128,3360,-3232,59,0.11162962196071992,36.47687910309517,True,True,,1.605859800009057,
6949.pgm,Dong-adaptive-conservative,True,128,280,-152,59,0.09263619988571553,36.47687910309517,True,True,l=10,5.879428899963386,
7039.pgm,ABM-enumerative,True,128,176,-48,62,0.3562748246946309,36.26148232453408,True,True,,2.097007800010033,
7039.pgm,PPOCP-conservative,True,128,1720,-1592,64,0.2781080641203512,36.12359947967774,True,True,,0.08058030006941408,
7039.pgm,Huynh-Nguyen-T5,True,128,3408,-3280,52,0.3160217888901925,37.025365783168624,True,True,,1.857269899919629,
7039.pgm,Dong-adaptive-conservative,True,128,272,-144,62,0.5452420803131868,36.26148232453408,True,True,l=3,9.251698600011878,
7381.pgm,ABM-enumerative,True,128,160,-32,73,0.3176481497599637,35.55217061831206,True,True,,2.157318599987775,
7381.pgm,PPOCP-conservative,True,128,1888,-1760,69,0.1809099212329211,35.79690831214406,True,True,,0.07612770004197955,
7381.pgm,Huynh-Nguyen-T5,True,128,3304,-3176,71,0.2889284823062979,35.67281573232586,True,True,,1.5845271999714896,
7381.pgm,Dong-adaptive-conservative,True,128,288,-160,77,0.32603589523775645,35.320491967791796,True,True,l=5,26.380399400019087,
7401.pgm,ABM-enumerative,True,128,120,8,55,0.0441255713288555,36.78177232457418,True,True,,2.122637400054373,
7401.pgm,PPOCP-conservative,True,128,1520,-1392,65,0.019521364939222657,36.05626565308806,True,True,,0.08850369998253882,
7401.pgm,Huynh-Nguyen-T5,True,128,1896,-1768,64,0.043230330339237566,36.12359947967774,True,True,,1.32301870000083,
7401.pgm,Dong-adaptive-conservative,True,128,280,-152,58,0.039609208164860396,36.551119283887246,True,True,l=1,4.86370290000923,
7569.pgm,ABM-enumerative,True,128,152,-24,71,0.1740940415207824,35.67281573232586,True,True,,2.107290599960834,
7569.pgm,PPOCP-conservative,True,128,2024,-1896,72,0.11042284137465579,35.61207425520393,True,True,,0.07672100001946092,
7569.pgm,Huynh-Nguyen-T5,True,128,1864,-1736,67,0.15579712505479335,35.92465119250835,True,True,,1.4652018999913707,
7569.pgm,Dong-adaptive-conservative,True,128,304,-176,79,0.198574730350801,35.2091283066122,True,True,l=2,13.744676199974492,
7612.pgm,ABM-enumerative,True,128,112,16,59,0.037273960436060086,36.47687910309517,True,True,,2.1125426000216976,
7612.pgm,PPOCP-conservative,True,128,1728,-1600,65,0.029000356093441107,36.05626565308806,True,True,,0.08797979995142668,
7612.pgm,Huynh-Nguyen-T5,True,128,1888,-1760,72,0.03751266132568538,35.61207425520393,True,True,,1.2407444000709802,
7612.pgm,Dong-adaptive-conservative,True,128,296,-168,72,0.04281305174469898,35.61207425520393,True,True,l=10,6.339937600074336,
7770.pgm,ABM-enumerative,True,128,160,-32,65,0.26062261521283075,36.05626565308806,True,True,,2.1322285999776796,
7770.pgm,PPOCP-conservative,True,128,1840,-1712,59,0.18690584612379188,36.47687910309517,True,True,,0.07518400007393211,
7770.pgm,Huynh-Nguyen-T5,True,128,3352,-3224,57,0.260441925065921,36.626650662791704,True,True,,1.5212079000193626,
7770.pgm,Dong-adaptive-conservative,True,128,272,-144,65,0.40399553331206356,36.05626565308806,True,True,l=7,13.269286199938506,
7975.pgm,ABM-enumerative,True,128,136,-8,65,0.24783131056640822,36.05626565308806,True,True,,1.92795590008609,
7975.pgm,PPOCP-conservative,True,128,1736,-1608,67,0.17291933015592303,35.92465119250835,True,True,,0.07278229994699359,
7975.pgm,Huynh-Nguyen-T5,True,128,3344,-3216,66,0.24619771232809817,35.989959864097926,True,True,,1.311617200030014,
7975.pgm,Dong-adaptive-conservative,True,128,328,-200,80,0.36692230018709493,35.15449934959718,True,True,l=1,37.28270929993596,
8077.pgm,ABM-enumerative,True,128,176,-48,68,0.26187434813571747,35.86031009245425,True,True,,2.0298188000451773,
8077.pgm,PPOCP-conservative,True,128,1768,-1640,63,0.17223210081246726,36.1919937249808,True,True,,0.071596399997361,
8077.pgm,Huynh-Nguyen-T5,True,128,3248,-3120,61,0.24870005054016855,36.33210086940895,True,True,,1.3099408999551088,
8077.pgm,Dong-adaptive-conservative,True,128,280,-152,68,0.30108967333044606,35.86031009245425,True,True,l=1,6.800797199946828,
8222.pgm,ABM-enumerative,True,128,112,16,66,0.03032927890637941,35.989959864097926,True,True,,2.179788500070572,
8222.pgm,PPOCP-conservative,True,128,1864,-1736,67,0.015763880339193504,35.92465119250835,True,True,,0.1023886000039056,
8222.pgm,Huynh-Nguyen-T5,True,128,1112,-984,75,0.031604536703105986,35.43478658559962,True,True,,1.2311701000435278,
8222.pgm,Dong-adaptive-conservative,True,128,304,-176,72,0.029348313134487485,35.61207425520393,True,True,l=4,9.14116980007384,
8331.pgm,ABM-enumerative,True,128,136,-8,65,0.2066936916306395,36.05626565308806,True,True,,2.074391399975866,
8331.pgm,PPOCP-conservative,True,128,688,-560,66,0.1217710615205459,35.989959864097926,True,True,,0.0757779999403283,
8331.pgm,Huynh-Nguyen-T5,True,128,3392,-3264,65,0.1740495899478647,36.05626565308806,True,True,,1.4146205000579357,
8331.pgm,Dong-adaptive-conservative,True,128,288,-160,68,0.19424495472415793,35.86031009245425,True,True,l=1,10.71572739991825,
8366.pgm,ABM-enumerative,True,128,136,-8,54,0.10211055285410277,36.86146162128693,True,True,,1.9968810999998823,
8366.pgm,PPOCP-conservative,True,128,1856,-1728,69,0.10855542117325323,35.79690831214406,True,True,,0.07889000000432134,
8366.pgm,Huynh-Nguyen-T5,True,128,3400,-3272,56,0.10841334146276013,36.70351894945461,True,True,,1.2276804000139236,
8366.pgm,Dong-adaptive-conservative,True,128,320,-192,77,0.1616698263603828,35.320491967791796,True,True,l=1,18.023045099922456,
8401.pgm,ABM-enumerative,True,128,328,-200,65,0.58040084677619,36.05626565308806,True,True,,1.9038949999958277,
8401.pgm,PPOCP-conservative,True,128,1832,-1704,61,0.4110657370920662,36.33210086940895,True,True,,0.08135989995207638,
8401.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,0.5450367999728769,capacity below target
8401.pgm,Dong-adaptive-conservative,True,128,288,-160,66,0.8084416246441424,35.989959864097926,True,True,l=4,5.182459900039248,
8486.pgm,ABM-enumerative,True,128,120,8,67,0.03611243824934439,35.92465119250835,True,True,,2.0430688000051305,
8486.pgm,PPOCP-conservative,True,128,1888,-1760,63,0.020670276440121878,36.1919937249808,True,True,,0.08633689989801496,
8486.pgm,Huynh-Nguyen-T5,True,128,1112,-984,72,0.040882145879942364,35.61207425520393,True,True,,1.2107633999548852,
8486.pgm,Dong-adaptive-conservative,True,128,376,-248,1160,0.7097065372942957,23.54081932724743,True,True,l=4,13.457020299974829,
8696.pgm,ABM-enumerative,True,128,120,8,69,0.2296258913531023,35.79690831214406,True,True,,1.9238540000515059,
8696.pgm,PPOCP-conservative,True,128,1336,-1208,63,0.07407310815576511,36.1919937249808,True,True,,0.07363520003855228,
8696.pgm,Huynh-Nguyen-T5,True,128,3376,-3248,64,0.15176939844645668,36.12359947967774,True,True,,1.355976999970153,
8696.pgm,Dong-adaptive-conservative,True,128,296,-168,72,0.20947984478505818,35.61207425520393,True,True,l=1,36.17192860005889,
8716.pgm,ABM-enumerative,False,128,0,0,0,,,False,False,,0.8918668000260368,capacity below target
8716.pgm,PPOCP-conservative,True,128,256,-128,57,16.068684420123137,36.626650662791704,True,True,,0.06472020002547652,
8716.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,0.5413213999709114,capacity below target
8716.pgm,Dong-adaptive-conservative,False,128,0,0,0,,,False,False,,29.802699099993333,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
9065.pgm,ABM-enumerative,True,128,144,-16,65,0.23374995671547488,36.05626565308806,True,True,,1.9605547999963164,
9065.pgm,PPOCP-conservative,True,128,1824,-1696,73,0.14228224200130007,35.55217061831206,True,True,,0.07306860003154725,
9065.pgm,Huynh-Nguyen-T5,True,128,3392,-3264,69,0.22437502417028812,35.79690831214406,True,True,,1.1936602999921888,
9065.pgm,Dong-adaptive-conservative,True,128,296,-168,68,0.23179394590539443,35.86031009245425,True,True,l=2,28.76093640003819,
9164.pgm,ABM-enumerative,True,128,120,8,59,0.17001332261294827,36.47687910309517,True,True,,1.945103400037624,
9164.pgm,PPOCP-conservative,True,128,1496,-1368,65,0.07495607242520899,36.05626565308806,True,True,,0.07371529994998127,
9164.pgm,Huynh-Nguyen-T5,True,128,3320,-3192,57,0.1221850467773249,36.626650662791704,True,True,,1.189890299923718,
9164.pgm,Dong-adaptive-conservative,True,128,304,-176,64,0.18992012936060362,36.12359947967774,True,True,l=10,10.621373999980278,
9182.pgm,ABM-enumerative,True,128,144,-16,68,0.10285483572012372,35.86031009245425,True,True,,2.13221099996008,
9182.pgm,PPOCP-conservative,True,128,2152,-2024,56,0.04977152526244117,36.70351894945461,True,True,,0.08713849994819611,
9182.pgm,Huynh-Nguyen-T5,True,128,1168,-1040,95,0.13635670335945443,34.408163166628135,True,True,,1.5058216999750584,
9182.pgm,Dong-adaptive-conservative,True,128,296,-168,68,0.10252819524017091,35.86031009245425,True,True,l=6,6.321106099989265,
9392.pgm,ABM-enumerative,True,128,136,-8,70,0.22953022484092317,35.73441881937405,True,True,,1.8959706999594346,
9392.pgm,PPOCP-conservative,True,128,1976,-1848,53,0.12062136659675284,36.94264052350873,True,True,,0.0747272000880912,
9392.pgm,Huynh-Nguyen-T5,True,128,3416,-3288,57,0.17824727417798003,36.626650662791704,True,True,,1.2347915000282228,
9392.pgm,Dong-adaptive-conservative,True,128,272,-144,70,0.28829981853359093,35.73441881937405,True,True,l=3,4.742462599999271,
9503.pgm,ABM-enumerative,False,128,0,0,0,,,False,False,,0.5592587999999523,capacity below target
9503.pgm,PPOCP-conservative,True,128,256,-128,54,45.788714540146294,36.86146162128693,True,True,,0.06521380005870014,
9503.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,0.2658850000007078,capacity below target
9503.pgm,Dong-adaptive-conservative,False,128,0,0,0,,,False,False,,29.754761000047438,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
9523.pgm,ABM-enumerative,True,128,120,8,61,0.08752849865371398,36.33210086940895,True,True,,1.9833257000427693,
9523.pgm,PPOCP-conservative,True,128,1528,-1400,64,0.06217753174145117,36.12359947967774,True,True,,0.07433109998237342,
9523.pgm,Huynh-Nguyen-T5,True,128,3360,-3232,53,0.07100479184465325,36.94264052350873,True,True,,1.1787066999822855,
9523.pgm,Dong-adaptive-conservative,True,128,288,-160,68,0.0940363223770083,35.86031009245425,True,True,l=1,35.91125320002902,
9776.pgm,ABM-enumerative,True,128,120,8,64,0.03135485118282903,36.12359947967774,True,True,,2.0356023999629542,
9776.pgm,PPOCP-conservative,True,128,1800,-1672,60,0.016774636969446168,36.40388671568018,True,True,,0.09507429995574057,
9776.pgm,Huynh-Nguyen-T5,True,128,1112,-984,77,0.03889009912798615,35.320491967791796,True,True,,1.3068484000395983,
9776.pgm,Dong-adaptive-conservative,True,128,312,-184,82458,45.90843364030491,5.023071250722718,True,True,l=9,24.885800800053403,
9904.pgm,ABM-enumerative,True,128,112,16,67,0.05980010579116547,35.92465119250835,True,True,,1.968910999945365,
9904.pgm,PPOCP-conservative,True,128,2008,-1880,52,0.02108722346694706,37.025365783168624,True,True,,0.07755889999680221,
9904.pgm,Huynh-Nguyen-T5,True,128,1840,-1712,61,0.04490319243878479,36.33210086940895,True,True,,1.116430199937895,
9904.pgm,Dong-adaptive-conservative,True,128,272,-144,67,0.059220103414004806,35.92465119250835,True,True,l=1,3.791922399890609,
9909.pgm,ABM-enumerative,False,128,0,0,0,,,False,False,,0.9227820000378415,capacity below target
9909.pgm,PPOCP-conservative,True,128,1888,-1760,71,0.5279325752397399,35.67281573232586,True,True,,0.06866939994506538,
9909.pgm,Huynh-Nguyen-T5,False,128,0,0,0,,,False,False,,0.5292748999781907,capacity below target
9909.pgm,Dong-adaptive-conservative,True,128,288,-160,63,0.8690504776930128,36.1919937249808,True,True,l=9,42.23331769998185,
9946.pgm,ABM-enumerative,True,128,200,-72,62,0.17109242048445036,36.26148232453408,True,True,,1.9814495999598876,
9946.pgm,PPOCP-conservative,True,128,1672,-1544,53,0.09474832950048714,36.94264052350873,True,True,,0.07043030008208007,
9946.pgm,Huynh-Nguyen-T5,True,128,1896,-1768,68,0.17653049402276783,35.86031009245425,True,True,,1.3788117000367492,
9946.pgm,Dong-adaptive-conservative,True,128,312,-184,68,0.18620468232457976,35.86031009245425,True,True,l=4,18.636871099937707,
