image,method,available,payload_bits,auxiliary_bits,net_payload_bits,changed_pixels,drd,psnr_db,reversible,message_exact,parameter,runtime_seconds,error
4004.pgm,Dong-adaptive-conservative,True,512,488,24,307,0.14341081308615142,29.314015464744752,True,True,l=4,14.765880599967204,
4090.pgm,ABM-enumerative,True,512,320,192,270,0.13242652922680784,29.871761577926744,True,True,,2.232602100004442,
4090.pgm,PPOCP-conservative,True,512,5880,-5368,240,0.07655794457411834,30.383286802400555,True,True,,0.10345189995132387,
4090.pgm,Huynh-Nguyen-T5,True,512,688,-176,350,0.17768030237657065,28.744718776013862,True,True,,1.5077898999443278,
4090.pgm,Dong-adaptive-conservative,True,512,576,-64,144717,93.07808410705674,2.580203709809854,True,True,l=1,11.867989100050181,
4328.pgm,ABM-enumerative,True,512,160,352,245,0.1746400210235879,30.293738375871293,True,True,,2.2550794000271708,
4328.pgm,PPOCP-conservative,True,512,5584,-5072,266,0.09116781575169555,29.936582853205948,True,True,,0.08600300003308803,
4328.pgm,Huynh-Nguyen-T5,True,512,1888,-1376,273,0.15281623801255595,29.823772749109057,True,True,,1.3647183999419212,
4328.pgm,Dong-adaptive-conservative,True,512,448,64,308,0.2000470654409741,29.299892054512174,True,True,l=1,22.84691510000266,
4391.pgm,ABM-enumerative,True,512,400,112,267,0.0748871714781184,29.920286605870864,True,True,,2.1853123999899253,
4391.pgm,PPOCP-conservative,True,512,5800,-5288,238,0.045930482711620924,30.419629648951492,True,True,,0.10422549990471452,
4391.pgm,Huynh-Nguyen-T5,True,512,688,-176,411,0.13018863304754602,28.046981000755924,True,True,,1.3292283000191674,
4391.pgm,Dong-adaptive-conservative,True,512,496,16,142738,50.92991692595975,2.6400031468592173,True,True,l=6,43.17642999999225,
4707.pgm,ABM-enumerative,True,512,184,328,272,0.2402285863354996,29.83971017917463,True,True,,2.280524499947205,
4707.pgm,PPOCP-conservative,True,512,5216,-4704,270,0.13719564875822787,29.871761577926744,True,True,,0.09453020000364631,
4707.pgm,Huynh-Nguyen-T5,True,512,1880,-1368,279,0.23315792935260132,29.72935718678064,True,True,,1.3616452000569552,
4707.pgm,Dong-adaptive-conservative,True,512,360,152,335,0.28774875203340405,28.934951149148166,True,True,l=4,8.744643499958329,
4757.pgm,ABM-enumerative,True,512,544,-32,264,0.8114668250612044,29.969359950818305,True,True,,2.2535642000148073,
4757.pgm,PPOCP-conservative,True,512,4632,-4120,249,0.5317544516802427,30.22340574855925,True,True,,0.08581319998484105,
4757.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.6004431999754161,capacity below target
4757.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,46.192960100015625,l=1: Dong location map contains unused marks; l=2: Dong location map contains unused marks; l=3: Dong location map contains unused marks; l=4: Dong location map contains unused marks; l=5: Dong location map contains unused marks; l=6: Dong location map contains unused marks; l=7: Dong location map is exhausted; l=8: Dong location map contains unused marks; l=9: Dong location map contains unused marks; l=10: Dong location map contains unused marks
4839.pgm,ABM-enumerative,True,512,312,200,255,0.5005391637925276,30.11999741517706,True,True,,2.1771511000115424,
4839.pgm,PPOCP-conservative,True,512,5248,-4736,248,0.33421805629826334,30.240882411254454,True,True,,0.08159910002723336,
4839.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.5805538999848068,capacity below target
4839.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,31.859702300047502,l=1: Dong location map contains unused marks; l=2: Dong location map contains unused marks; l=3: Dong location map contains unused marks; l=4: Dong location map contains unused marks; l=5: Dong location map contains unused marks; l=6: Dong location map contains unused marks; l=7: Dong location map contains unused marks; l=8: Dong location map contains unused marks; l=9: Dong location map contains unused marks; l=10: Dong location map contains unused marks
5009.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,0.6125950999557972,capacity below target
5009.pgm,PPOCP-conservative,True,512,264,248,265,224.45091940151548,29.952940480148538,True,True,,0.06503409997094423,
5009.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.3055756000103429,capacity below target
5009.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,31.97008260001894,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
5038.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.0454942000797018,capacity below target
5038.pgm,PPOCP-conservative,True,512,264,248,243,20.6074797518275,30.329336483533496,True,True,,0.08067479997407645,
5038.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.9396502000745386,capacity below target
5038.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,47.35168570000678,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
5056.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.7236517000710592,capacity below target
5056.pgm,PPOCP-conservative,True,512,264,248,254,2.9091303986987174,30.137062053317237,True,True,,0.161548399948515,
5056.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,1.0352612000424415,capacity below target
5056.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,50.5986125000054,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Dong location map contains unused marks; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
5125.pgm,ABM-enumerative,True,512,544,-32,261,0.8742781117248565,30.018994146133803,True,True,,3.8707998000318184,
5125.pgm,PPOCP-conservative,True,512,4616,-4104,261,0.5497729056362667,30.018994146133803,True,True,,0.08384069998282939,
5125.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.5745811000233516,capacity below target
5125.pgm,Dong-adaptive-conservative,True,512,616,-104,952,3.5263897170047707,24.399029735671874,True,True,l=2,45.68277349998243,
5184.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.9964174999622628,capacity below target
5184.pgm,PPOCP-conservative,True,512,5320,-4808,253,0.661427607960077,30.154194007758438,True,True,,0.1685583998914808,
5184.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,1.019741200027056,capacity below target
5184.pgm,Dong-adaptive-conservative,True,512,328,184,270,1.2998223518125152,29.871761577926744,True,True,l=7,44.85894379997626,
5248.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.2476559000788257,capacity below target
5248.pgm,PPOCP-conservative,True,512,264,248,276,6.0014561471090655,29.77630839886444,True,True,,0.150701200007461,
5248.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,1.0294219000497833,capacity below target
5248.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,48.30345459992532,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
5288.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.2890076000476256,capacity below target
5288.pgm,PPOCP-conservative,True,512,264,248,248,3.8947128390560994,30.240882411254454,True,True,,0.17370239994488657,
5288.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,1.0046670000301674,capacity below target
5288.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,48.25718610000331,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
5306.pgm,ABM-enumerative,True,512,200,312,267,0.2515986531760696,29.920286605870864,True,True,,2.6925979999359697,
5306.pgm,PPOCP-conservative,True,512,4592,-4080,234,0.12986369936668124,30.493240645415188,True,True,,0.19340139999985695,
5306.pgm,Huynh-Nguyen-T5,True,512,1888,-1376,265,0.20361982768097028,29.952940480148538,True,True,,2.5500823999755085,
5306.pgm,Dong-adaptive-conservative,True,512,312,200,13519,15.007446840665622,12.875953539069824,True,True,l=1,10.933906399994157,
5374.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,2.0439694999950007,capacity below target
5374.pgm,PPOCP-conservative,True,512,4248,-3736,245,0.8956090304694398,30.293738375871293,True,True,,0.18196800001896918,
5374.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,1.0838843999663368,capacity below target
5374.pgm,Dong-adaptive-conservative,True,512,336,176,274,1.4233002220376432,29.807893591312737,True,True,l=1,54.91010370000731,
5510.pgm,ABM-enumerative,True,512,208,304,258,0.38908174798444756,30.069202159884313,True,True,,4.124340399983339,
5510.pgm,PPOCP-conservative,True,512,5440,-4928,263,0.20087686924185577,29.985841734619036,True,True,,0.17468920000828803,
5510.pgm,Huynh-Nguyen-T5,True,512,3384,-2872,255,0.3576277792750378,30.11999741517706,True,True,,2.5438952000113204,
5510.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,16.949533800012432,l=1: Dong location map contains unused marks; l=2: Dong location map contains unused marks; l=3: Dong location map contains unused marks; l=4: Dong location map contains unused marks; l=5: Dong location map contains unused marks; l=6: Dong location map contains unused marks; l=7: Dong location map contains unused marks; l=8: Dong location map contains unused marks; l=9: Dong location map contains unused marks; l=10: Dong location map contains unused marks
5683.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.0549024000065401,capacity below target
5683.pgm,PPOCP-conservative,True,512,264,248,243,206.074797518275,30.329336483533496,True,True,,0.15091209998354316,
5683.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.5107134999707341,capacity below target
5683.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,50.70923270005733,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
5788.pgm,ABM-enumerative,True,512,296,216,251,0.5251442349928326,30.18866200470623,True,True,,3.701953399926424,
5788.pgm,PPOCP-conservative,True,512,4928,-4416,232,0.31067753431359757,30.530519370607617,True,True,,0.16216569999232888,
5788.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.9896159999771044,capacity below target
5788.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,28.19223729998339,l=1: Dong location map contains unused marks; l=2: Dong location map contains unused marks; l=3: Dong location map is exhausted; l=4: Dong location map contains unused marks; l=5: Dong location map contains unused marks; l=6: Dong location map contains unused marks; l=7: Dong location map contains unused marks; l=8: Dong location map is exhausted; l=9: Dong payload length does not match auxiliary data; l=10: Dong location map contains unused marks
5966.pgm,ABM-enumerative,True,512,192,320,241,0.1187233111082273,30.365228793767933,True,True,,2.296453700051643,
5966.pgm,PPOCP-conservative,True,512,6160,-5648,269,0.08053530588777914,29.887876419492535,True,True,,0.1042174999602139,
5966.pgm,Huynh-Nguyen-T5,True,512,1072,-560,299,0.15628787460505292,29.42868733627232,True,True,,1.564025399973616,
5966.pgm,Dong-adaptive-conservative,True,512,488,24,11095,5.450080707798669,13.734126153836343,True,True,l=9,25.864358799997717,
6197.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,0.7453038999810815,capacity below target
6197.pgm,PPOCP-conservative,True,512,264,248,267,226.39975522627608,29.920286605870864,True,True,,0.07455480005592108,
6197.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.29887169995345175,capacity below target
6197.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,32.228158699930646,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
6247.pgm,ABM-enumerative,True,512,256,256,269,0.49492678268803,29.887876419492535,True,True,,2.4249806000152603,
6247.pgm,PPOCP-conservative,True,512,3600,-3088,248,0.22371383438107953,30.240882411254454,True,True,,0.1027291000355035,
6247.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.7286112000001594,capacity below target
6247.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,27.157455799984746,l=1: Dong location map contains unused marks; l=2: Dong location map contains unused marks; l=3: Dong location map contains unused marks; l=4: Dong location map contains unused marks; l=5: Dong location map contains unused marks; l=6: Dong location map contains unused marks; l=7: Dong location map contains unused marks; l=8: Dong location map contains unused marks; l=9: Dong location map contains unused marks; l=10: Dong location map contains unused marks
6399.pgm,ABM-enumerative,True,512,184,328,238,0.2745877337062868,30.419629648951492,True,True,,2.3043327999766916,
6399.pgm,PPOCP-conservative,True,512,5800,-5288,266,0.18240555930570151,29.936582853205948,True,True,,0.08734900003764778,
6399.pgm,Huynh-Nguyen-T5,True,512,1848,-1336,246,0.2654847442684261,30.276048148482822,True,True,,1.6401183999842033,
6399.pgm,Dong-adaptive-conservative,True,512,408,104,307,0.329693926130164,29.314015464744752,True,True,l=5,10.503528199973516,
6447.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.0439481000648811,capacity below target
6447.pgm,PPOCP-conservative,True,512,3712,-3200,286,1.064813187943936,29.621738888226187,True,True,,0.08506190008483827,
6447.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.5739175999769941,capacity below target
6447.pgm,Dong-adaptive-conservative,True,512,280,232,265,1.4671606162134263,29.952940480148538,True,True,l=4,34.76916790008545,
6702.pgm,ABM-enumerative,True,512,232,280,272,0.4025326308657844,29.83971017917463,True,True,,2.2549854000099003,
6702.pgm,PPOCP-conservative,True,512,5392,-4880,254,0.20628571562580464,30.137062053317237,True,True,,0.08476120000705123,
6702.pgm,Huynh-Nguyen-T5,True,512,3376,-2864,252,0.37589487512620173,30.171393811701176,True,True,,1.71579919999931,
6702.pgm,Dong-adaptive-conservative,True,512,288,224,272,0.45488157823896674,29.83971017917463,True,True,l=1,19.496959100011736,
6760.pgm,ABM-enumerative,True,512,368,144,235,0.6059095089924413,30.474720596799255,True,True,,2.200378999928944,
6760.pgm,PPOCP-conservative,True,512,5072,-4560,279,0.473041688009924,29.72935718678064,True,True,,0.08058760000858456,
6760.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.6052295999834314,capacity below target
6760.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,37.23723259998951,l=1: Dong location map contains unused marks; l=2: Dong location map contains unused marks; l=3: Dong location map contains unused marks; l=4: Dong location map contains unused marks; l=5: Dong location map contains unused marks; l=6: Dong location map contains unused marks; l=7: Dong location map contains unused marks; l=8: Dong location map contains unused marks; l=9: Dong location map contains unused marks; l=10: Dong location map contains unused marks
6823.pgm,ABM-enumerative,True,512,448,64,255,0.7905943457431142,30.11999741517706,True,True,,2.220130000030622,
6823.pgm,PPOCP-conservative,True,512,4576,-4064,231,0.5368594398219895,30.549279420595173,True,True,,0.08060980006121099,
6823.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.5889559999341145,capacity below target
6823.pgm,Dong-adaptive-conservative,True,512,296,216,267,0.9120181059118753,29.920286605870864,True,True,l=2,39.98687340004835,
6949.pgm,ABM-enumerative,True,512,152,360,256,0.45823472189344205,30.102999566398122,True,True,,2.2828163999365643,
6949.pgm,PPOCP-conservative,True,512,3488,-2976,261,0.2137377073783423,30.018994146133803,True,True,,0.09613860002718866,
6949.pgm,Huynh-Nguyen-T5,True,512,3336,-2824,245,0.4490691758306361,30.293738375871293,True,True,,1.637189699918963,
6949.pgm,Dong-adaptive-conservative,True,512,288,224,261,0.5413281481926815,30.018994146133803,True,True,l=2,11.989562600036152,
7039.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.04455470002722,capacity below target
7039.pgm,PPOCP-conservative,True,512,2800,-2288,247,1.3093402339566678,30.25842968691996,True,True,,0.08215349994134158,
7039.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.5907150000566617,capacity below target
7039.pgm,Dong-adaptive-conservative,True,512,280,232,277,2.2497355508357875,29.76060152887213,True,True,l=9,33.89035500003956,
7381.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.2682572999037802,capacity below target
7381.pgm,PPOCP-conservative,True,512,5072,-4560,252,0.653785931103565,30.171393811701176,True,True,,0.17510330001823604,
7381.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,1.0182266000192612,capacity below target
7381.pgm,Dong-adaptive-conservative,True,512,392,120,336,1.3684725253587355,28.922006445618177,True,True,l=1,49.92915250000078,
7401.pgm,ABM-enumerative,True,512,152,360,233,0.17977960081412078,30.511840009256424,True,True,,3.008481999975629,
7401.pgm,PPOCP-conservative,True,512,5136,-4624,254,0.07850130494953966,30.137062053317237,True,True,,0.17337799991946667,
7401.pgm,Huynh-Nguyen-T5,True,512,1896,-1384,240,0.154574249975195,30.383286802400555,True,True,,2.812470500008203,
7401.pgm,Dong-adaptive-conservative,True,512,392,120,329,0.2617889280063275,29.013440240016873,True,True,l=5,10.237466200022027,
7569.pgm,ABM-enumerative,True,512,392,120,267,0.6302362516245409,29.920286605870864,True,True,,4.530197100015357,
7569.pgm,PPOCP-conservative,True,512,5200,-4688,248,0.37585016599009036,30.240882411254454,True,True,,0.08624760003294796,
7569.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.6496019000187516,capacity below target
7569.pgm,Dong-adaptive-conservative,True,512,320,192,277,0.7484615341761379,29.76060152887213,True,True,l=2,43.96823889994994,
7612.pgm,ABM-enumerative,True,512,144,368,247,0.1498346741572396,30.25842968691996,True,True,,4.112970000016503,
7612.pgm,PPOCP-conservative,True,512,4904,-4392,258,0.09665831348846741,30.069202159884313,True,True,,0.18289840000215918,
7612.pgm,Huynh-Nguyen-T5,True,512,1888,-1376,281,0.14808440167523418,29.698336020465813,True,True,,2.298032599966973,
7612.pgm,Dong-adaptive-conservative,True,512,504,8,422,0.2603139132417823,27.93227470989988,True,True,l=3,22.17310210003052,
7770.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.8589502000249922,capacity below target
7770.pgm,PPOCP-conservative,True,512,2568,-2056,244,0.9487791882483054,30.311500956129322,True,True,,0.15923500002827495,
7770.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,1.0123093000147492,capacity below target
7770.pgm,Dong-adaptive-conservative,True,512,280,232,261,1.5273637166569085,30.018994146133803,True,True,l=10,35.835411299951375,
7975.pgm,ABM-enumerative,True,512,424,88,262,1.0033774884252589,30.00238630631916,True,True,,3.170808899914846,
7975.pgm,PPOCP-conservative,True,512,4328,-3816,238,0.7228291837426813,30.419629648951492,True,True,,0.15490139997564256,
7975.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,1.049544999958016,capacity below target
7975.pgm,Dong-adaptive-conservative,True,512,560,-48,436,1.9676880915352697,27.790534326830752,True,True,l=10,66.69992389995605,
8077.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.8767467000288889,capacity below target
8077.pgm,PPOCP-conservative,True,512,3384,-2872,256,0.8322246441824331,30.102999566398122,True,True,,0.15269300004001707,
8077.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,1.0179305999772623,capacity below target
8077.pgm,Dong-adaptive-conservative,True,512,280,232,268,1.2358028418198261,29.904051279228728,True,True,l=2,18.85023849993013,
8222.pgm,ABM-enumerative,True,512,152,360,261,0.1129076485883978,30.018994146133803,True,True,,4.03469690005295,
8222.pgm,PPOCP-conservative,True,512,6664,-6152,260,0.06098707729060175,30.035665739808437,True,True,,0.20663329993840307,
8222.pgm,Huynh-Nguyen-T5,True,512,1096,-584,301,0.12625884981385693,29.399734263578182,True,True,,2.6171641000546515,
8222.pgm,Dong-adaptive-conservative,True,512,400,112,316,0.13120060665761255,29.18852839333258,True,True,l=2,16.786980899982154,
8331.pgm,ABM-enumerative,True,512,448,64,271,0.7734319914577821,29.855706310772558,True,True,,4.041092299972661,
8331.pgm,PPOCP-conservative,True,512,3616,-3104,255,0.4601880854370623,30.11999741517706,True,True,,0.16228339995723218,
8331.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.803110400098376,capacity below target
8331.pgm,Dong-adaptive-conservative,True,512,472,40,319,0.908657297208857,29.1474923889448,True,True,l=1,18.532588600064628,
8366.pgm,ABM-enumerative,True,512,320,192,226,0.4846513739881472,30.644314828042603,True,True,,2.767942799953744,
8366.pgm,PPOCP-conservative,True,512,5240,-4728,279,0.39505620264052504,29.72935718678064,True,True,,0.09209559997543693,
8366.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,1.0386720999376848,capacity below target
8366.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,73.39961760002188,l=1: Dong location map contains unused marks; l=2: Dong payload length does not match auxiliary data; l=3: Dong location map contains unused marks; l=4: Dong location map contains unused marks; l=5: Dong location map contains unused marks; l=6: Dong location map contains unused marks; l=7: Dong location map contains unused marks; l=8: Dong location map contains unused marks; l=9: Dong location map contains unused marks; l=10: Dong location map contains unused marks
8401.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.7162718999898061,capacity below target
8401.pgm,PPOCP-conservative,True,512,480,32,242,2.797759662656966,30.347245559712302,True,True,,0.16119350004009902,
8401.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,1.0108677999814972,capacity below target
8401.pgm,Dong-adaptive-conservative,True,512,304,208,252,3.1445956560633403,30.171393811701176,True,True,l=2,57.57251540001016,
8486.pgm,ABM-enumerative,True,512,200,312,256,0.1460105145856788,30.102999566398122,True,True,,3.9563142999541014,
8486.pgm,PPOCP-conservative,True,512,6152,-5640,267,0.08796663634436802,29.920286605870864,True,True,,0.12852120003663003,
8486.pgm,Huynh-Nguyen-T5,True,512,1120,-608,286,0.16173466391071267,29.621738888226187,True,True,,1.9262772999936715,
8486.pgm,Dong-adaptive-conservative,True,512,584,-72,1523,0.900114542755296,22.35840018615619,True,True,l=4,13.443373600021005,
8696.pgm,ABM-enumerative,True,512,408,104,277,0.8476405026648218,29.76060152887213,True,True,,2.1929478999227285,
8696.pgm,PPOCP-conservative,True,512,3328,-2816,247,0.6642346640074452,30.25842968691996,True,True,,0.08332720003090799,
8696.pgm,Huynh-Nguyen-T5,True,512,3360,-2848,264,0.6752778730380314,29.969359950818305,True,True,,1.48324940004386,
8696.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,63.02337579999585,l=1: Dong location map contains unused marks; l=2: Dong location map contains unused marks; l=3: Dong location map contains unused marks; l=4: Dong location map contains unused marks; l=5: Dong location map contains unused marks; l=6: Dong location map contains unused marks; l=7: Dong location map contains unused marks; l=8: Dong location map contains unused marks; l=9: Dong location map contains unused marks; l=10: Dong location map contains unused marks
8716.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,0.9784705999772996,capacity below target
8716.pgm,PPOCP-conservative,True,512,264,248,268,75.66491229198935,29.904051279228728,True,True,,0.07658340001944453,
8716.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.582332499907352,capacity below target
8716.pgm,Dong-adaptive-conservative,False,512,0,0,0,,,False,False,,31.774035300011747,l=1: Insufficient Dong excluding-mode capacity; l=2: Insufficient Dong excluding-mode capacity; l=3: Insufficient Dong excluding-mode capacity; l=4: Insufficient Dong excluding-mode capacity; l=5: Insufficient Dong excluding-mode capacity; l=6: Insufficient Dong excluding-mode capacity; l=7: Insufficient Dong excluding-mode capacity; l=8: Insufficient Dong excluding-mode capacity; l=9: Insufficient Dong excluding-mode capacity; l=10: Insufficient Dong excluding-mode capacity
9065.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.0506695000221953,capacity below target
9065.pgm,PPOCP-conservative,True,512,4616,-4104,242,0.6772313602366052,30.347245559712302,True,True,,0.08905710000544786,
9065.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.5742480999324471,capacity below target
9065.pgm,Dong-adaptive-conservative,True,512,328,184,280,0.9923434214343261,29.713818906094424,True,True,l=2,47.44963199994527,
9164.pgm,ABM-enumerative,True,512,376,136,266,0.7157965532924961,29.936582853205948,True,True,,2.221758999978192,
9164.pgm,PPOCP-conservative,True,512,5248,-4736,270,0.451382761303558,29.871761577926744,True,True,,0.09097949997521937,
9164.pgm,Huynh-Nguyen-T5,True,512,3304,-2792,244,0.5562214013132638,30.311500956129322,True,True,,1.4130731000332162,
9164.pgm,Dong-adaptive-conservative,True,512,328,184,282,0.8772974988819819,29.682908136323004,True,True,l=8,15.517030599992722,
9182.pgm,ABM-enumerative,True,512,512,0,269,0.35814157936821606,29.887876419492535,True,True,,2.2527957999845967,
9182.pgm,PPOCP-conservative,True,512,5576,-5064,244,0.22134882469857092,30.311500956129322,True,True,,0.09079719998408109,
9182.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.5913509998936206,capacity below target
9182.pgm,Dong-adaptive-conservative,True,512,560,-48,395,0.5293658662626408,28.219428263252013,True,True,l=4,10.893407099996693,
9392.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,1.0042690000263974,capacity below target
9392.pgm,PPOCP-conservative,True,512,5696,-5184,251,0.5869158609112094,30.18866200470623,True,True,,0.07736899994779378,
9392.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.5896954999770969,capacity below target
9392.pgm,Dong-adaptive-conservative,True,512,296,216,240,1.0446657533038461,30.383286802400555,True,True,l=3,7.858025600085966,
9503.pgm,ABM-enumerative,False,512,0,0,0,,,False,False,,0.5868686999892816,capacity below target
9503.pgm,PPOCP-conservative,True,512,264,248,249,211.1624324671802,30.22340574855925,True,True,,0.07502699992619455,
9503.pgm,Huynh-Nguyen-T5,False,512,0,0,0,,,False,False,,0.28748129995074123,capacity below target
